Temp,Humd,Label
28.3,24,1
28.3,24,1
28.3,24,1
28.3,24,1
28.3,24,1
28.3,24,1
28.0,24,1
28.0,24,1
28.0,24,1
28.0,24,1
28.8,24,1
28.8,24,1
28.8,24,1
28.8,24,1
28.8,24,1
28.8,24,1
28.8,24,1
28.8,24,1
27.6,24,1
27.6,24,1
27.6,24,1
27.6,24,1
27.3,24,1
27.3,24,1
27.3,24,1
27.3,24,1
27.3,24,1
27.3,24,1
27.3,24,1
27.3,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.7,24,1
27.7,24,1
27.7,24,1
27.7,24,1
27.7,24,1
27.7,24,1
27.7,24,1
27.7,24,1
27.6,24,1
27.6,24,1
27.6,24,1
27.6,24,1
27.5,24,1
27.5,24,1
27.5,24,1
27.5,24,1
27.5,24,1
27.5,24,1
27.5,24,1
27.5,24,1
27.6,24,1
27.6,24,1
27.6,24,1
27.6,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.9,24,1
27.9,24,1
27.9,24,1
27.9,24,1
27.6,24,1
27.6,24,1
27.6,24,1
27.6,24,1
27.6,24,1
27.6,24,1
27.6,24,1
27.6,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.4,24,1
27.4,24,1
27.4,24,1
27.4,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.9,24,1
27.9,24,1
27.9,24,1
27.9,24,1
27.0,24,1
27.0,24,1
27.0,24,1
27.0,24,1
27.0,24,1
27.0,24,1
27.0,24,1
27.0,24,1
27.5,24,1
27.5,24,1
27.5,24,1
27.5,24,1
27.2,24,1
27.2,24,1
27.2,24,1
27.2,24,1
27.2,24,1
27.2,24,1
27.2,24,1
27.2,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.5,24,1
27.5,24,1
27.5,24,1
27.5,24,1
27.5,24,1
27.5,24,1
27.5,24,1
27.5,24,1
27.5,24,1
27.5,24,1
27.5,24,1
27.5,24,1
27.4,24,1
27.4,24,1
27.4,24,1
27.4,24,1
27.4,24,1
27.4,24,1
27.4,24,1
27.4,24,1
27.1,24,1
27.1,24,1
27.1,24,1
27.1,24,1
27.2,24,1
27.2,24,1
27.2,24,1
27.2,24,1
27.2,24,1
27.2,24,1
27.2,24,1
27.2,24,1
27.5,24,1
27.5,24,1
27.5,24,1
27.5,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.8,24,1
27.7,24,1
27.7,24,1
27.7,24,1
27.7,24,1
27.0,24,1
27.0,24,1
27.0,24,1
27.0,24,1
27.0,24,1
27.0,24,1
27.0,24,1
27.0,24,1
26.2,25,1
26.2,25,1
26.2,25,1
26.2,25,1
26.9,25,1
26.9,25,1
26.9,25,1
26.9,25,1
26.9,25,1
26.9,25,1
26.9,25,1
26.9,25,1
26.9,25,1
26.9,25,1
26.9,25,1
26.9,25,1
26.8,25,1
26.8,25,1
26.8,25,1
26.8,25,1
26.8,25,1
26.8,25,1
26.8,25,1
26.8,25,1
26.4,25,1
26.4,25,1
26.4,25,1
26.4,25,1
26.8,25,1
26.8,25,1
26.8,25,1
26.8,25,1
26.8,25,1
26.8,25,1
26.8,25,1
26.8,25,1
26.8,25,1
26.8,25,1
26.8,25,1
26.8,25,1
26.2,25,1
26.2,25,1
26.2,25,1
26.2,25,1
26.2,25,1
26.2,25,1
26.2,25,1
26.2,25,1
26.0,25,1
26.0,25,1
26.0,25,1
26.0,25,1
26.4,25,1
26.4,25,1
26.4,25,1
26.4,25,1
26.4,25,1
26.4,25,1
26.4,25,1
26.4,25,1
26.0,25,1
26.0,25,1
26.0,25,1
26.0,25,1
26.3,25,1
26.3,25,1
26.3,25,1
26.3,25,1
26.3,25,1
26.3,25,1
26.3,25,1
26.3,25,1
26.5,25,1
26.5,25,1
26.5,25,1
26.5,25,1
26.7,25,1
26.7,25,1
26.7,25,1
26.7,25,1
26.7,25,1
26.7,25,1
26.7,25,1
26.7,25,1
26.7,25,1
26.7,25,1
26.7,25,1
26.7,25,1
26.9,25,1
26.9,25,1
26.9,25,1
26.9,25,1
26.9,25,1
26.9,25,1
26.9,25,1
26.9,25,1
26.1,25,1
26.1,25,1
26.1,25,1
26.1,25,1
26.6,25,1
26.6,25,1
26.6,25,1
26.6,25,1
26.6,25,1
26.6,25,1
26.6,25,1
26.6,25,1
26.9,25,1
26.9,25,1
26.9,25,1
26.9,25,1
26.8,25,1
26.8,25,1
26.8,25,1
26.8,25,1
26.8,25,1
26.8,25,1
26.8,25,1
26.8,25,1
26.4,25,1
26.4,25,1
26.4,25,1
26.4,25,1
26.1,25,1
26.1,25,1
26.1,25,1
26.1,25,1
26.1,25,1
26.1,25,1
26.1,25,1
26.1,25,1
26.5,25,1
26.5,25,1
26.5,25,1
26.5,25,1
26.5,25,1
26.5,25,1
26.5,25,1
26.5,25,1
26.5,25,1
26.5,25,1
26.5,25,1
26.5,25,1
26.9,25,1
26.9,25,1
26.9,25,1
26.9,25,1
26.0,25,1
26.0,25,1
26.0,25,1
26.0,25,1
26.0,25,1
26.0,25,1
26.0,25,1
26.0,25,1
26.3,25,1
26.3,25,1
26.3,25,1
26.3,25,1
26.3,25,1
26.3,25,1
26.3,25,1
26.3,25,1
26.3,25,1
26.3,25,1
26.3,25,1
26.3,25,1
26.5,25,1
26.5,25,1
26.5,25,1
26.5,25,1
26.4,25,1
26.4,25,1
26.4,25,1
26.4,25,1
26.4,25,1
26.4,25,1
26.4,25,1
26.4,25,1
26.9,25,1
26.9,25,1
26.9,25,1
26.9,25,1
26.5,25,1
26.5,25,1
26.5,25,1
26.5,25,1
26.5,25,1
26.5,25,1
26.5,25,1
26.5,25,1
26.0,27,1
26.0,27,1
26.0,27,1
26.0,27,1
26.9,35,1
26.9,35,1
26.9,35,1
26.9,35,1
26.9,35,1
26.9,35,1
26.9,35,1
26.9,35,1
26.6,43,1
26.6,43,1
26.6,43,1
26.6,43,1
26.2,42,1
26.2,42,1
26.2,42,1
26.2,42,1
26.2,42,1
26.2,42,1
26.2,42,1
26.2,42,1
26.3,50,1
26.3,50,1
26.3,50,1
26.3,50,1
27.9,55,1
27.9,55,1
27.9,55,1
27.9,55,1
27.9,55,1
27.9,55,1
27.9,55,1
27.9,55,1
27.2,43,1
27.2,43,1
27.2,43,1
27.2,43,1
27.2,39,1
27.2,39,1
27.2,39,1
27.2,39,1
27.2,39,1
27.2,39,1
27.2,39,1
27.2,39,1
27.8,33,1
27.8,33,1
27.8,33,1
27.8,33,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.7,32,1
27.6,30,1
27.6,30,1
27.6,30,1
27.6,30,1
27.0,30,1
27.0,30,1
27.0,30,1
27.0,30,1
27.0,30,1
27.0,30,1
27.0,30,1
27.0,30,1
27.6,29,1
27.6,29,1
27.6,29,1
27.6,29,1
27.1,28,1
27.1,28,1
27.1,28,1
27.1,28,1
27.1,28,1
27.1,28,1
27.1,28,1
27.1,28,1
27.4,27,1
27.4,27,1
27.4,27,1
27.4,27,1
27.7,27,1
27.7,27,1
27.7,27,1
27.7,27,1
27.7,27,1
27.7,27,1
27.7,27,1
27.7,27,1
27.0,26,1
27.0,26,1
27.0,26,1
27.0,26,1
27.2,26,1
27.2,26,1
27.2,26,1
27.2,26,1
27.2,26,1
27.2,26,1
27.2,26,1
27.2,26,1
27.3,26,1
27.3,26,1
27.3,26,1
27.3,26,1
27.2,26,1
27.2,26,1
27.2,26,1
27.2,26,1
27.2,26,1
27.2,26,1
27.2,26,1
27.2,26,1
27.1,25,1
27.1,25,1
27.1,25,1
27.1,25,1
27.5,25,1
27.5,25,1
27.5,25,1
27.5,25,1
27.5,25,1
27.5,25,1
27.5,25,1
27.5,25,1
27.7,25,1
27.7,25,1
27.7,25,1
27.7,25,1
27.7,25,1
27.7,25,1
27.7,25,1
27.7,25,1
27.7,25,1
27.7,25,1
27.7,25,1
27.7,25,1
27.1,25,1
27.1,25,1
27.1,25,1
27.1,25,1
27.0,25,1
27.0,25,1
27.0,25,1
27.0,25,1
27.0,25,1
27.0,25,1
27.0,25,1
27.0,25,1
27.5,25,1
27.5,25,1
27.5,25,1
27.5,25,1
27.8,25,1
27.8,25,1
27.8,25,1
27.8,25,1
27.8,25,1
27.8,25,1
27.8,25,1
27.8,25,1
27.3,25,1
27.3,25,1
27.3,25,1
27.3,25,1
27.0,25,1
27.0,25,1
27.0,25,1
27.0,25,1
27.0,25,1
27.0,25,1
27.0,25,1
27.0,25,1
27.2,25,1
27.2,25,1
27.2,25,1
27.2,25,1
27.3,25,1
27.3,25,1
27.3,25,1
27.3,25,1
27.3,25,1
27.3,25,1
27.3,25,1
27.3,25,1
27.3,25,1
27.3,25,1
27.3,25,1
27.3,25,1
27.2,25,1
27.2,25,1
27.2,25,1
27.2,25,1
27.2,25,1
27.2,25,1
27.2,25,1
27.2,25,1
27.2,25,1
27.2,25,1
27.2,25,1
27.2,25,1
27.6,25,1
27.6,25,1
27.6,25,1
27.6,25,1
27.6,25,1
27.6,25,1
27.6,25,1
27.6,25,1
27.8,25,1
27.8,25,1
27.8,25,1
27.8,25,1
27.3,25,1
27.3,25,1
27.3,25,1
27.3,25,1
27.3,25,1
27.3,25,1
27.3,25,1
27.3,25,1
27.4,25,1
27.4,25,1
27.4,25,1
27.4,25,1
27.2,25,1
27.2,25,1
27.2,25,1
27.2,25,1
27.2,25,1
27.2,25,1
27.2,25,1
27.2,25,1
27.7,25,1
27.7,25,1
27.7,25,1
27.7,25,1
27.3,25,1
27.3,25,1
27.3,25,1
27.3,25,1
27.3,25,1
27.3,25,1
27.3,25,1
27.3,25,1
27.8,25,1
27.8,25,1
27.8,25,1
27.8,25,1
27.0,25,1
27.0,25,1
27.0,25,1
27.0,25,1
27.0,25,1
27.0,25,1
27.0,25,1
27.0,25,1
27.0,26,1
